# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 26 09:50:46 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%kep%'
# CONSTRAINT:  and default_flag > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-534 c,Kepler-534,1,1,2,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.37868976600,,,0,,,,,1.22700000,,,0,0.10946580,,,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5936.00,94.00,-130.00,0,0.965000,0.139000,-0.050000,0,1.075000,0.053000,-0.090000,0,0.0700,0.1500,-0.1500,0,[Fe/H],4.501000,0.019000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m40.46s,296.4185696,+49d32m24.53s,49.5401480,570.65900000,11.59900000,-11.15500000,13.3870000,0.1260000,-0.1260000,11.7080000,0.0340000,-0.0340000,13.2310000,0.0002840,-0.0002840,2021-12-05,2022-02,2021-12-05
Kepler-535 b,Kepler-535,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.90332155100,0.00000454500,-0.00000454500,0,,,,,2.36000000,0.33000000,-0.21000000,0,0.21054510,0.02944063,-0.01873495,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6123.00,74.81,-69.56,0,1.270000,0.177000,-0.114000,0,1.180000,0.057000,-0.042000,0,0.1300,0.0820,-0.0750,0,[Fe/H],4.300000,0.078000,-0.097000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m16.00s,296.5666587,+49d41m46.23s,49.6961742,685.59900000,5.96800000,-5.86800000,13.2090000,0.0920000,-0.0920000,11.8450000,0.0190000,-0.0190000,13.1197000,0.0002540,-0.0002540,2016-05-06,2016-05,2016-05-10
Kepler-536 b,Kepler-536,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.82708229900,0.00000044400,-0.00000044400,0,,,,,3.10000000,0.38000000,-0.22000000,0,0.27656348,0.03390133,-0.01962709,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5524.00,91.48,-143.16,0,0.890000,0.109000,-0.064000,0,0.920000,0.046000,-0.057000,0,0.0000,0.1470,-0.1780,0,[Fe/H],4.510000,0.050000,-0.109000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m56.73s,297.7363605,+49d38m13.56s,49.6371010,462.32200000,15.18400000,-15.18400000,14.0320000,0.1260000,-0.1260000,11.8920000,0.0210000,-0.0210000,13.7823000,0.0011890,-0.0011890,2016-05-06,2016-05,2016-05-10
Kepler-537 b,Kepler-537,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.24755521900,0.00000526000,-0.00000526000,0,,,,,1.41000000,0.06000000,-0.04000000,0,0.12579177,0.00535284,-0.00356856,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5763.00,62.32,-50.52,0,0.990000,0.029000,-0.028000,0,1.070000,0.025000,-0.027000,0,0.2300,0.0620,-0.0570,0,[Fe/H],4.470000,0.017000,-0.018000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m31.34s,289.8805804,+51d16m37.17s,51.2769907,439.40000000,2.39800000,-2.37200000,13.1730000,0.0690000,-0.0690000,11.6230000,0.0230000,-0.0230000,13.0657000,0.0002560,-0.0002560,2016-05-06,2016-05,2016-05-10
Kepler-538 b,Kepler-538,1,2,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,81.73778000000,0.00013000000,-0.00013000000,0,0.3554000000,0.0068000000,-0.0047000000,0,2.21500000,0.04000000,-0.03400000,0,0.19760940,0.00356857,-0.00303328,0,12.90000000,12.90000000,2.90000000,-2.90000000,0,0.04058794,0.00912442,-0.00912442,0,Mass,0.210000,,,1,5.0700,0.2900,-0.2900,0,417.00,5.00,-5.00,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5534.00,61.00,-61.00,0,0.871700,0.006400,-0.006100,0,0.892000,0.051000,-0.035000,0,-0.0900,0.0650,-0.0650,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.95600000,0.70900000,-0.70300000,11.2700000,0.0180000,-0.0180000,9.6450010,0.0130000,-0.0130000,11.1647000,0.0005160,-0.0005160,2023-04-17,2023-04,2023-04-17
Kepler-539 b,Kepler-539,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,125.63243000000,0.00071000000,-0.00071000000,0,0.4988000000,0.0067000000,-0.0067000000,0,8.37312300,0.19055300,-0.19055300,0,0.74700000,0.01700000,-0.01700000,0,308.29510000,308.29510000,92.17070000,-92.17070000,0,0.97000000,0.29000000,-0.29000000,0,Mass,0.390000,,,1,,,,,387.60,6.00,-6.00,0,1,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,G2 V,5820.00,80.00,-80.00,0,0.952000,0.018000,-0.018000,0,1.048000,0.042000,-0.042000,0,-0.0100,0.0700,-0.0700,0,[Fe/H],4.502000,0.014000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.31800000,3.57000000,-3.48900000,12.4440000,0.0570000,-0.0570000,10.9150000,0.0180000,-0.0180000,12.3790000,0.0004020,-0.0004020,2016-05-06,2016-05,2016-05-10
Kepler-539 c,Kepler-539,1,1,2,Transit Timing Variations,2016,Kepler,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,1000.00000000000,,,-1,2.4200000000,0.5000000000,-0.5100000000,0,,,,,,,,,762.79200000,762.79200000,381.39600000,-381.39600000,0,2.40000000,1.20000000,-1.20000000,0,Mass,0.500000,0.100000,-0.100000,0,,,,,253.00,27.00,-27.00,0,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,G2 V,5820.00,80.00,-80.00,0,0.952000,0.018000,-0.018000,0,1.048000,0.042000,-0.042000,0,-0.0100,0.0700,-0.0700,0,[Fe/H],4.502000,0.014000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.31800000,3.57000000,-3.48900000,12.4440000,0.0570000,-0.0570000,10.9150000,0.0180000,-0.0180000,12.3790000,0.0004020,-0.0004020,2016-05-06,2016-05,2016-05-10
Kepler-54 b,Kepler-54,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,8.01094340000,0.00006900000,-0.00006900000,0,,,,,2.10000000,,,0,0.18700000,,,0,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3705.00,,,0,0.500000,,,0,0.510000,,,0,,,,,,4.750000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.70100000,2.91750000,-2.91750000,16.2820000,0.4230000,-0.4230000,12.6480000,0.0210000,-0.0210000,15.8133000,0.0006030,-0.0006030,2021-09-20,2013-01,2021-09-20
Kepler-54 c,Kepler-54,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,12.07172490000,0.00029000000,-0.00029000000,0,,,,,1.23000000,,,0,0.11000000,,,0,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3705.00,,,0,0.500000,,,0,0.510000,,,0,,,,,,4.750000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.70100000,2.91750000,-2.91750000,16.2820000,0.4230000,-0.4230000,12.6480000,0.0210000,-0.0210000,15.8133000,0.0006030,-0.0006030,2021-09-20,2013-01,2021-09-20
Kepler-54 d,Kepler-54,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.99569400000,0.00014300000,-0.00014300000,0,0.1260000000,,,0,1.53000000,0.08000000,-0.08000000,0,0.13600000,0.00700000,-0.00700000,0,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4252.00,100.00,-100.00,0,0.554000,0.021000,-0.021000,0,,,,,,,,,,4.730000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.70100000,2.91750000,-2.91750000,16.2820000,0.4230000,-0.4230000,12.6480000,0.0210000,-0.0210000,15.8133000,0.0006030,-0.0006030,2014-05-14,2014-03,2014-05-14
Kepler-540 b,Kepler-540,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,172.70497840000,0.00053560000,-0.00053560000,0,,,,,2.71000000,0.38000000,-0.26000000,0,0.24177001,0.03390133,-0.02319565,0,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5946.00,77.07,-63.84,0,1.080000,0.149000,-0.102000,0,1.020000,0.055000,-0.054000,0,-0.1000,0.1110,-0.1240,0,[Fe/H],4.380000,0.087000,-0.107000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m30.00s,290.6249953,+44d52m25.59s,44.8737757,390.37400000,3.99200000,-3.91400000,12.2930000,0.0570000,-0.0570000,10.8100000,0.0140000,-0.0140000,12.1868000,0.0001940,-0.0001940,2016-05-06,2016-05,2016-05-10
Kepler-541 b,Kepler-541,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.08005848000,0.00001338000,-0.00001338000,0,,,,,3.36000000,0.58000000,-0.56000000,0,0.29975912,0.05174413,-0.04995985,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6166.00,102.75,-99.75,0,2.060000,0.324000,-0.328000,0,1.410000,0.121000,-0.163000,0,0.0700,0.1040,-0.0570,0,[Fe/H],3.960000,0.109000,-0.088000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m35.92s,294.1496529,+38d27m29.55s,38.4582070,1060.68000000,16.64000000,-16.14000000,13.3830000,0.0570000,-0.0570000,11.7330000,0.0210000,-0.0210000,13.2280000,0.0001980,-0.0001980,2016-05-06,2016-05,2016-05-10
Kepler-542 b,Kepler-542,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.14497566000,0.00003491000,-0.00003491000,0,,,,,1.57000000,0.10000000,-0.11000000,0,0.14006602,0.00892140,-0.00981354,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5526.00,76.12,-59.55,0,0.900000,0.055000,-0.041000,0,0.930000,0.035000,-0.037000,0,0.0200,0.1020,-0.1020,0,[Fe/H],4.500000,0.039000,-0.058000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m51.59s,292.2149697,+38d32m54.77s,38.5485469,436.01600000,3.23000000,-3.18400000,13.6060000,0.1260000,-0.1260000,11.7830000,0.0210000,-0.0210000,13.4161000,0.0002160,-0.0002160,2016-05-06,2016-05,2016-05-10
Kepler-543 b,Kepler-543,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.89961966000,0.00001102000,-0.00001102000,0,,,,,2.50000000,0.12000000,-0.26000000,0,0.22303506,0.01070568,-0.02319565,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4671.00,85.64,-76.72,0,0.670000,0.032000,-0.025000,0,0.700000,0.051000,-0.044000,0,-0.1900,0.1480,-0.1090,0,[Fe/H],4.630000,0.022000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m52.49s,287.2187273,+38d51m45.13s,38.8625366,221.80200000,1.03600000,-1.02700000,13.5980000,0.1030000,-0.1030000,11.0890000,0.0200000,-0.0200000,13.3744000,0.0004880,-0.0004880,2016-05-06,2016-05,2016-05-10
Kepler-544 b,Kepler-544,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.41616926000,0.00008095000,-0.00008095000,0,,,,,2.12000000,0.19000000,-0.14000000,0,0.18913373,0.01695066,-0.01248996,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6206.00,68.10,-58.72,0,1.220000,0.107000,-0.076000,0,1.160000,0.039000,-0.038000,0,0.0200,0.0780,-0.0770,0,[Fe/H],4.330000,0.050000,-0.068000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m06.98s,294.0290734,+39d03m06.44s,39.0517893,963.18000000,13.67650000,-13.67650000,13.6670000,0.1140000,-0.1140000,12.2890000,0.0230000,-0.0230000,13.5408000,0.0002360,-0.0002360,2016-05-06,2016-05,2016-05-10
Kepler-545 b,Kepler-545,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.24934059000,0.00002104000,-0.00002104000,0,,,,,2.69000000,0.30000000,-0.21000000,0,0.23998573,0.02676421,-0.01873495,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5882.00,77.41,-64.41,0,1.070000,0.118000,-0.079000,0,1.040000,0.038000,-0.038000,0,0.0300,0.0900,-0.0890,0,[Fe/H],4.390000,0.067000,-0.088000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m15.92s,290.5663221,+40d41m31.47s,40.6920756,818.00100000,12.45100000,-12.09000000,14.2050000,0.1830000,-0.1830000,12.7080000,0.0260000,-0.0260000,14.1050000,0.0002370,-0.0002370,2016-05-06,2016-05,2016-05-10
Kepler-546 b,Kepler-546,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.14702025800,0.00000088100,-0.00000088100,0,,,,,7.00000000,1.93000000,-0.77000000,0,0.62449817,0.17218307,-0.06869480,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5967.00,92.74,-130.13,0,1.150000,0.317000,-0.127000,0,1.110000,0.107000,-0.072000,0,0.1400,0.1560,-0.1530,0,[Fe/H],4.360000,0.085000,-0.179000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.82s,283.2575730,+40d59m25.47s,40.9904095,1019.65000000,17.84000000,-17.25000000,14.3250000,0.0800000,-0.0800000,12.7840000,0.0360000,-0.0360000,14.2510000,0.0002790,-0.0002790,2016-05-06,2016-05,2016-05-10
